LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ZAF,GDPHRWKD,TOT,IDX2015,A,2004,79.908688,
ZAF,GDPHRWKD,TOT,IDX2015,A,2005,77.458775,
ZAF,GDPHRWKD,TOT,IDX2015,A,2006,80.649985,
ZAF,GDPHRWKD,TOT,IDX2015,A,2007,84.435044,
ZAF,GDPHRWKD,TOT,IDX2015,A,2008,81.787373,
ZAF,GDPHRWKD,TOT,IDX2015,A,2009,84.032837,
ZAF,GDPHRWKD,TOT,IDX2015,A,2010,89.676764,
ZAF,GDPHRWKD,TOT,IDX2015,A,2011,90.006464,
ZAF,GDPHRWKD,TOT,IDX2015,A,2012,90.96521,
ZAF,GDPHRWKD,TOT,IDX2015,A,2013,90.957625,
ZAF,GDPHRWKD,TOT,IDX2015,A,2014,91.040101,
ZAF,GDPHRWKD,TOT,IDX2015,A,2015,100,E
ZAF,GDPHRWKD,TOT,IDX2015,A,2016,88.402926,E
ZAF,GDPHRWKD,TOT,IDX2015,A,2017,88.353923,E
ZAF,GDPHRWKD,TOT,IDX2015,A,2018,88.055115,E
ZAF,GDPHRWKD,TOT,IDX2015,A,2019,88.42503,E
EU28,GDPHRWKD,TOT,IDX2015,A,2001,86.145136,
EU28,GDPHRWKD,TOT,IDX2015,A,2002,87.933889,
EU28,GDPHRWKD,TOT,IDX2015,A,2003,89.10659,
EU28,GDPHRWKD,TOT,IDX2015,A,2004,90.588337,
EU28,GDPHRWKD,TOT,IDX2015,A,2005,91.611454,
EU28,GDPHRWKD,TOT,IDX2015,A,2006,93.13296,
EU28,GDPHRWKD,TOT,IDX2015,A,2007,94.026361,
EU28,GDPHRWKD,TOT,IDX2015,A,2008,93.746283,
EU28,GDPHRWKD,TOT,IDX2015,A,2009,92.525028,
EU28,GDPHRWKD,TOT,IDX2015,A,2010,95.222885,
EU28,GDPHRWKD,TOT,IDX2015,A,2011,96.694585,
EU28,GDPHRWKD,TOT,IDX2015,A,2012,97.10282,
EU28,GDPHRWKD,TOT,IDX2015,A,2013,97.978649,
EU28,GDPHRWKD,TOT,IDX2015,A,2014,98.589722,
EU28,GDPHRWKD,TOT,IDX2015,A,2015,100,
EU28,GDPHRWKD,TOT,IDX2015,A,2016,100.292359,
EU28,GDPHRWKD,TOT,IDX2015,A,2017,101.883035,
EU28,GDPHRWKD,TOT,IDX2015,A,2018,102.625273,
EU28,GDPHRWKD,TOT,IDX2015,A,2019,103.374516,
OECD,GDPHRWKD,TOT,IDX2015,A,2001,85.005413,
OECD,GDPHRWKD,TOT,IDX2015,A,2002,86.252502,
OECD,GDPHRWKD,TOT,IDX2015,A,2003,88.057482,
OECD,GDPHRWKD,TOT,IDX2015,A,2004,90.044662,
OECD,GDPHRWKD,TOT,IDX2015,A,2005,91.448771,
OECD,GDPHRWKD,TOT,IDX2015,A,2006,92.922055,
OECD,GDPHRWKD,TOT,IDX2015,A,2007,94.252316,
OECD,GDPHRWKD,TOT,IDX2015,A,2008,94.266876,
OECD,GDPHRWKD,TOT,IDX2015,A,2009,94.286245,
OECD,GDPHRWKD,TOT,IDX2015,A,2010,95.746915,
OECD,GDPHRWKD,TOT,IDX2015,A,2011,96.736192,
OECD,GDPHRWKD,TOT,IDX2015,A,2012,97.13671,
OECD,GDPHRWKD,TOT,IDX2015,A,2013,98.139239,
OECD,GDPHRWKD,TOT,IDX2015,A,2014,98.917002,
OECD,GDPHRWKD,TOT,IDX2015,A,2015,100,
OECD,GDPHRWKD,TOT,IDX2015,A,2016,100.546877,
OECD,GDPHRWKD,TOT,IDX2015,A,2017,102.140598,
OECD,GDPHRWKD,TOT,IDX2015,A,2018,103.172171,
OECD,GDPHRWKD,TOT,IDX2015,A,2019,104.500699,
OECD,GDPHRWKD,TOT,IDX2015,A,2020,107.89915,
G-7,GDPHRWKD,TOT,IDX2015,A,2001,84.648605,
G-7,GDPHRWKD,TOT,IDX2015,A,2002,86.435147,
G-7,GDPHRWKD,TOT,IDX2015,A,2003,88.053238,
G-7,GDPHRWKD,TOT,IDX2015,A,2004,89.824282,
G-7,GDPHRWKD,TOT,IDX2015,A,2005,91.363671,
G-7,GDPHRWKD,TOT,IDX2015,A,2006,92.312907,
G-7,GDPHRWKD,TOT,IDX2015,A,2007,93.171959,
G-7,GDPHRWKD,TOT,IDX2015,A,2008,93.602491,
G-7,GDPHRWKD,TOT,IDX2015,A,2009,94.12429,
G-7,GDPHRWKD,TOT,IDX2015,A,2010,96.392921,
G-7,GDPHRWKD,TOT,IDX2015,A,2011,97.096544,
G-7,GDPHRWKD,TOT,IDX2015,A,2012,97.539053,
G-7,GDPHRWKD,TOT,IDX2015,A,2013,98.447031,
G-7,GDPHRWKD,TOT,IDX2015,A,2014,99.055833,
G-7,GDPHRWKD,TOT,IDX2015,A,2015,100,
G-7,GDPHRWKD,TOT,IDX2015,A,2016,100.321926,
G-7,GDPHRWKD,TOT,IDX2015,A,2017,101.524878,
G-7,GDPHRWKD,TOT,IDX2015,A,2018,102.304265,
G-7,GDPHRWKD,TOT,IDX2015,A,2019,103.454925,
G-7,GDPHRWKD,TOT,IDX2015,A,2020,105.873745,
EA19,GDPHRWKD,TOT,IDX2015,A,2001,88.960167,
EA19,GDPHRWKD,TOT,IDX2015,A,2002,89.712543,
EA19,GDPHRWKD,TOT,IDX2015,A,2003,90.147946,
EA19,GDPHRWKD,TOT,IDX2015,A,2004,91.228176,
EA19,GDPHRWKD,TOT,IDX2015,A,2005,92.037773,
EA19,GDPHRWKD,TOT,IDX2015,A,2006,93.334487,
EA19,GDPHRWKD,TOT,IDX2015,A,2007,94.176462,
EA19,GDPHRWKD,TOT,IDX2015,A,2008,93.96785,
EA19,GDPHRWKD,TOT,IDX2015,A,2009,92.932121,
EA19,GDPHRWKD,TOT,IDX2015,A,2010,95.297207,
EA19,GDPHRWKD,TOT,IDX2015,A,2011,96.728067,
EA19,GDPHRWKD,TOT,IDX2015,A,2012,97.298893,
EA19,GDPHRWKD,TOT,IDX2015,A,2013,98.204151,
EA19,GDPHRWKD,TOT,IDX2015,A,2014,98.927776,
EA19,GDPHRWKD,TOT,IDX2015,A,2015,100,
EA19,GDPHRWKD,TOT,IDX2015,A,2016,100.29882,
EA19,GDPHRWKD,TOT,IDX2015,A,2017,101.81739,
EA19,GDPHRWKD,TOT,IDX2015,A,2018,101.899235,
EA19,GDPHRWKD,TOT,IDX2015,A,2019,102.492076,
EA19,GDPHRWKD,TOT,IDX2015,A,2020,104.064513,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2001,86.139718,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2002,87.82345,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2003,88.643291,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2004,90.074097,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2005,91.084984,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2006,92.58861,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2007,93.456443,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2008,93.211651,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2009,92.122412,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2010,94.865426,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2011,96.561251,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2012,97.082479,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2013,97.975906,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2014,98.635613,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2015,100,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2016,100.456237,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2017,102.20817,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2018,102.925907,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2019,103.949731,
EU27_2020,GDPHRWKD,TOT,IDX2015,A,2020,104.565034,
COL,GDPHRWKD,TOT,IDX2015,A,2001,77.595178,
COL,GDPHRWKD,TOT,IDX2015,A,2002,75.929476,
COL,GDPHRWKD,TOT,IDX2015,A,2003,76.076535,
COL,GDPHRWKD,TOT,IDX2015,A,2004,80.493752,
COL,GDPHRWKD,TOT,IDX2015,A,2005,81.934064,
COL,GDPHRWKD,TOT,IDX2015,A,2006,87.206033,
COL,GDPHRWKD,TOT,IDX2015,A,2007,90.863232,
COL,GDPHRWKD,TOT,IDX2015,A,2008,90.968187,
COL,GDPHRWKD,TOT,IDX2015,A,2009,88.592396,
COL,GDPHRWKD,TOT,IDX2015,A,2010,89.003632,
COL,GDPHRWKD,TOT,IDX2015,A,2011,92.062791,
COL,GDPHRWKD,TOT,IDX2015,A,2012,93.122686,
COL,GDPHRWKD,TOT,IDX2015,A,2013,96.514427,
COL,GDPHRWKD,TOT,IDX2015,A,2014,99.063834,
COL,GDPHRWKD,TOT,IDX2015,A,2015,100,
COL,GDPHRWKD,TOT,IDX2015,A,2016,101.880426,
COL,GDPHRWKD,TOT,IDX2015,A,2017,103.604632,
COL,GDPHRWKD,TOT,IDX2015,A,2018,105.962979,
COL,GDPHRWKD,TOT,IDX2015,A,2019,110.814201,
COL,GDPHRWKD,TOT,IDX2015,A,2020,134.214135,
